"id","title","author","issue","volume","venue","page","pub_date","type","publisher","editor"
"meta:br/0602734 doi:10.11570/18.0005","The JCMT Gould Belt Survey: SCUBA-2 Data Reduction Methods And Gaussian Source Recovery Analysis","Kirk, Helen [meta:ra/06013430]","","","","","2018","dataset","Cadc [meta:ra/06013431]",""
"meta:br/0602826 doi:10.11577/1659491","Fixed-Target Serial Synchrotron Crystallography Using Nylon Mesh And Enclosed Film-Based Sample Holder","Park, Suk-Youl [meta:ra/06013631]","","","","","2020","dataset","Coherent X-ray Imaging Data Bank (Lawrence Berkeley National Laboratory); Pohang University Of Science And Technology [meta:ra/06013632]",""
"meta:br/0602679 doi:10.25620/ci-01_12","Towards A Queer Politics Of Paradox","Engel, Antke [meta:ra/06013279 orcid:0000-0001-9175-6476]","","","Cultural Inquiry [meta:br/061501988891 issn:2627-731X issn:2627-728X]","","2010","report","Turia + Kant [meta:ra/06013280]","Holzhey, Christoph [meta:ra/0625086293 orcid:0000-0002-1312-1878]"
"meta:br/0602423 doi:10.4230/oasics.icpec.2020.25","Polish Python: A Short Report From A Short Experiment","Swacha, Jakub [meta:ra/066074034 orcid:0000-0002-2214-6989]","","","[meta:br/0603684 issn:2190-6807]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06012599]","Queirós, Ricardo [meta:ra/0626045264 orcid:0000-0002-1985-6285]; Portela, Carlos Filipe [meta:ra/0614014195 orcid:0000-0003-2181-6837]; Mário Pinto [meta:ra/06012574 orcid:0000-0002-6734-5797]; Simões, Alberto [meta:ra/0619083964 orcid:0000-0001-6961-2660]"
"meta:br/0602757 doi:10.11577/1350027","Atomic Resolution Structure Of Serine Protease Proteinase K At Ambient Temperature","Masuda, Tetsuya [meta:ra/06013484]","","","","","2017","dataset","Coherent X-ray Imaging Data Bank (Lawrence Berkeley National Laboratory); The University Of Tokyo, Riken SPring-8 Center [meta:ra/06013485]",""
"meta:br/0602636 doi:10.5281/zenodo.4730422","On The Recent Northern European Dispersion Of Zelus Renardii Kolenati (Hemiptera: Heteroptera: Reduviidae) Via Human Activity","Van Der Heyden, Torsten [meta:ra/06250103258 orcid:0000-0003-4138-7160]","","","[meta:br/0603686 issn:2224-6304]","","2021-04-30","journal article","Zenodo [meta:ra/06013180]",""
"meta:br/0602487 doi:10.4230/oasics.ng-res.2021.1","A Comparative Evaluation Of Latency-Aware Energy Optimization Approaches In Many-Core Systems (Invited Paper)","Esper, Khalil [meta:ra/06012766 orcid:0000-0002-6376-4337]; Wildermann, Stefan [meta:ra/0622084610 orcid:0000-0002-4324-2187]; Teich, Jurgen [meta:ra/0613041456 orcid:0000-0001-6285-5862]","","","[meta:br/0603684 issn:2190-6807]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06012767]","Bertogna, Marko [meta:ra/067024732 orcid:0000-0003-2115-4853]; Terraneo, Federico [meta:ra/06307591 orcid:0000-0001-7475-6167]"
"meta:br/0602954 doi:10.12751/g-node.5b08du","Baseline And Driven Activity Of P-Type And Ampullary Electroreceptor Afferents Of The Weakly Electric Fish Apteronotus Leptorhynchus","Grewe, Jan [meta:ra/06014533]; Benda, Jan [meta:ra/06014534]","","","","","2017-02-01","dataset","G-Node [meta:ra/06014535]",""
"meta:br/0602794 doi:10.11577/1511589","Nylon Mesh-Based Sample Holder For Fixed-Target Serial Femtosecond Crystallography","Lee, Donghyeon [meta:ra/06013565]","","","","","2018","dataset","Coherent X-ray Imaging Data Bank (Lawrence Berkeley National Laboratory); Korea University [meta:ra/06013566]",""
"meta:br/0602231 doi:10.4230/lipics.swat.2020.33","Primal-Dual 2-Approximation Algorithm For The Monotonic Multiple Depot Heterogeneous Traveling Salesman Problem","Rathinam, S. [meta:ra/06012051]; Ravi, R. [meta:ra/06012052]; Bae, Jungyun [meta:ra/0617067356 orcid:0000-0002-4673-2464]; Sundar, K. [meta:ra/06012053]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06012054]","Susanne Albers [meta:ra/06012055]"
"meta:br/0602984 doi:10.12753/2066-026x-13-023","Gamefication In Career E-Counselling","Elena-Ramona, Richiteanu-Nastase [meta:ra/06014596]; Alexandru Robert, Mihaila [meta:ra/06014597]; Camelia, Staiculescu [meta:ra/06014598]; Monica Elisabeta, Paduraru [meta:ra/06014599]","","","","","2013","dataset","Romania Adl Association [meta:ra/06014564]",""
"meta:br/0602551 doi:10.5281/zenodo.3522860","The Amblypsilopus Amnoni And Megastoma Groups In New Guinea (Diptera: Dolichopodidae: Sciapodinae)","Bickel, Daniel J. [meta:ra/06012980]","","","[meta:br/0603686 issn:2224-6304]","","2019-10-30","journal article","Zenodo [meta:ra/06012981]",""
"meta:br/0602318 doi:10.4230/lipics.wabi.2021.15","BISER: Fast Characterization Of Segmental Duplication Structure In Multiple Genome Assemblies","Išerić, Hamza [meta:ra/06012334]; Alkan, Can [meta:ra/06012335]; Hach, Faraz [meta:ra/06012336]; Numanagić, Ibrahim [meta:ra/06012337]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06012338]","Carbone, Alessandra [meta:ra/068014628 orcid:0000-0003-2098-5743]; El-Kebir, Mohammed [meta:ra/062035808 orcid:0000-0002-1468-2407]"
"meta:br/0602989 doi:10.12753/2066-026x-13-028","Experiences Of Teaching Educational Software Development For Pre-Service Teachers","Iuliana, Marchis [meta:ra/06014605]","","","","","2013","dataset","Romania Adl Association [meta:ra/06014564]",""
"meta:br/0602553 doi:10.5281/zenodo.3524485","Discovery Of The First Species Of Ampulicomorpha Ashmead (Hymenoptera: Embolemidae) In French Guiana","Olmi, Massimo [meta:ra/069036986 orcid:0000-0001-5953-5075]; Capradossi, Leonardo [meta:ra/06012984]; Guglielmino, Adalgisa [meta:ra/062103660 orcid:0000-0002-2541-5240]","","","[meta:br/0603686 issn:2224-6304]","","2019-10-31","journal article","Zenodo [meta:ra/06012985]",""
"meta:br/0602099 doi:10.4230/lipics.socg.2021.37","Sunflowers In Set Systems Of Bounded Dimension","Fox, Jacob [meta:ra/06011605]; Pach, János [meta:ra/06011606]; Suk, Andrew [meta:ra/06011607]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06011608]","Buchin, Kevin [meta:ra/0618012476 orcid:0000-0002-3022-7877]; De Verdière, Éric Colin [meta:ra/06011609]"
"meta:br/0602467 doi:10.4230/oasics.ldk.2021.16","TatWordNet: A Linguistic Linked Open Data-Integrated WordNet Resource For Tatar","Kirillovich, Alexander Vitalevich [meta:ra/0619085278 orcid:0000-0001-9680-449X]; Shaekhov, Marat [meta:ra/06012711 orcid:0000-0002-2327-2426]; Galieva, Alfiya [meta:ra/06012712]; Nevzorova, Olga Avenirovna [meta:ra/062091200 orcid:0000-0001-8116-9446]; Ilvovsky, Dmitry [meta:ra/06205419821 orcid:0000-0002-5484-372X]; Loukachevitch, Natalia [meta:ra/068070625 orcid:0000-0002-1883-4121]","","","[meta:br/0603684 issn:2190-6807]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06012713]","Gromann, Dagmar [meta:ra/0622074947 orcid:0000-0003-0929-6103]; Sérasset, Gilles [meta:ra/06240105003 orcid:0000-0003-2761-7353]; Declerck, Thierry [meta:ra/06012702 orcid:0000-0002-9450-6648]; McCrae, John [meta:ra/067073402 orcid:0000-0002-7227-1331]; Gracia, Jorge [meta:ra/0625036878 orcid:0000-0001-6452-7627]; Bosque-Gil, Julia [meta:ra/0624091322 orcid:0000-0001-6433-4649]; Bobillo, Fernando [meta:ra/06501256777 orcid:0000-0001-5136-4152]; Heinisch, Barbara [meta:ra/06306822473 orcid:0000-0002-1362-4088]"
"meta:br/0602979 doi:10.12753/2066-026x-13-018","E-Learning Behaviors And Their Impact On Andragogy","Aura, Codreanu [meta:ra/06014587]; Cezar, Vasilescu [meta:ra/06014588]","","","","","2013","dataset","Romania Adl Association [meta:ra/06014564]",""
"meta:br/0602544 doi:10.5281/zenodo.3371320","The Economic Significance Of The Signal Fly Genus Rivellia Robineau-Desvoidy (Diptera: Platystomatidae)","Whittington, Andrew [meta:ra/063021057 orcid:0000-0002-0465-1172]","","","[meta:br/0603686 issn:2224-6304]","","2019-08-19","journal article","Zenodo [meta:ra/06012968]",""
"meta:br/0602204 doi:10.4230/lipics.stacs.2021.52","Lower Bounds For Graph-Walking Automata","Martynova, Olga [meta:ra/062078002 orcid:0000-0002-1249-5173]; Okhotin, Alexander [meta:ra/063018964 orcid:0000-0002-1615-2725]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06011951]","Bläser, Markus [meta:ra/06011952]; Monmege, Benjamin [meta:ra/0611020119 orcid:0000-0002-4717-9955]"
"meta:br/0602601 doi:10.5281/zenodo.3989114","Notes On The Lily Leaf Beetles Lilioceris Reitter In Israel (Chrysomelidae: Criocerinae)","Yoffe, Atai [meta:ra/06013080]; Friedman, Ariel-Leib-Leonid [meta:ra/0626063017 orcid:0000-0003-4389-6858]","","","[meta:br/0603686 issn:2224-6304]","","2020-08-18","journal article","Zenodo [meta:ra/06013081]",""
"meta:br/0602252 doi:10.4230/lipics.time.2021.1","Simple Temporal Networks: A Practical Foundation For Temporal Representation And Reasoning (Invited Talk)","Hunsberger, Luke [meta:ra/06012122]; Posenato, Roberto [meta:ra/061409225 orcid:0000-0003-0944-0419]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06012123]","Combi, Carlo [meta:ra/0616018766 orcid:0000-0002-4837-4701]; Eder, Johann [meta:ra/0615050706 orcid:0000-0001-6050-468X]; Reynolds, Mark [meta:ra/06107907 orcid:0000-0002-5415-0544]"
"meta:br/0602785 doi:10.11577/1471489","Single-particle Imaging Without Symmetry Constraints At An X-ray Free-Electron Laser","Rose, Max [meta:ra/06013546]","","","","","2018","dataset","Coherent X-ray Imaging Data Bank (Lawrence Berkeley National Laboratory); Desy, Cfel [meta:ra/06013547]",""
"meta:br/0602409 doi:10.4230/oasics.gabbrielli.9","A Concurrent Language For Argumentation: Preliminary Notes","Bistarelli, Stefano [meta:ra/06307506 orcid:0000-0001-7411-9678]; Taticchi, Carlo [meta:ra/0615080720 orcid:0000-0003-1260-4672]","","","[meta:br/0603684 issn:2190-6807]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06012571]","De Boer, Frank S. [meta:ra/06012572]; Mauro, Jacopo [meta:ra/064027204 orcid:0000-0002-5285-2868]"
"meta:br/0602932 doi:10.11578/1562069","Real-time Capable Modeling Of Neutral Beam Injection On NSTX-U Using Neural Networks","Boyer, M [meta:ra/06014391]; Kaye, S [meta:ra/06014392]; Erickson, K [meta:ra/06014393]","","","","","2019","dataset","Princeton Plasma Physics Laboratory (Pppl), Princeton [meta:ra/06014394]",""
"meta:br/0602814 doi:10.11577/1616404","Multimodal X-Ray And Electron Microscopy Of The Allende Meteorite","Lo, Yuan [meta:ra/06013607]","","","","","2019","dataset","Coherent X-ray Imaging Data Bank (Lawrence Berkeley National Laboratory); Ucla [meta:ra/06013608]",""
"meta:br/0602671 doi:10.5281/zenodo.3903070","Oswald's Hubble","Röller, Nils [meta:ra/06013266]","","","[meta:br/0603690 issn:2570-0472]","","2019","journal article","Zenodo [meta:ra/06013267]",""
"meta:br/0602559 doi:10.5281/zenodo.3559548","New Species Of Lonchaeidae (Diptera: Schizophora) From Madagascar","MacGowan, Iain [meta:ra/06012994]","","","[meta:br/0603686 issn:2224-6304]","","2019-12-02","journal article","Zenodo [meta:ra/06012995]",""
"meta:br/0602644 doi:10.5281/zenodo.5084792","Adorning The Dead Or Hiding The Ration? The Ant Plagiolepis Pallescens Forel (Hymenoptera: Formicidae) Constructs Walls Around Food Items","Shanas, Uri [meta:ra/061302068208 orcid:0000-0002-3041-1084]","","","[meta:br/0603686 issn:2224-6304]","","2021-07-09","journal article","Zenodo [meta:ra/06013193]",""
"meta:br/0602844 doi:10.11578/1325766","Material For ""Substrate Temperature Controls Molecular Orientation In Two-Component Vapor- Deposited Glasses."" Soft Matter, 2016, 12, 3265.","Jiang, Jing [meta:ra/06013671]; Walters, Diane [meta:ra/06013672]; Zhou, Dongshan [meta:ra/06013673]; Ediger, Mark [meta:ra/06013674]","","","","","2016","dataset","University Of Wisconsin-Madison Nanjing University [meta:ra/06013675]",""
"meta:br/0602933 doi:10.11578/1562071","Initial Operation Of The NSTX-Upgrade Real-Time Velocity Diagnostic","Podesta, M [meta:ra/06014395]; Bell, R [meta:ra/06014396]","","","","","2016","dataset","Princeton Plasma Physics Laboratory (Pppl), Princeton [meta:ra/06014397]",""
"meta:br/0602606 doi:10.5281/zenodo.4084457","The Brentidae Of Israel (Coleoptera: Curculionoidea)","Orbach, Eylon [meta:ra/06013092]","","","[meta:br/0603686 issn:2224-6304]","","2020-10-13","journal article","Zenodo [meta:ra/06013093]",""
"meta:br/0602992 doi:10.12753/2066-026x-13-031","Needs Analysis On Using Ict In Teacher Training Programs","Silvia, Fat [meta:ra/06014610]","","","","","2013","dataset","Romania Adl Association [meta:ra/06014564]",""
"meta:br/0602408 doi:10.4230/oasics.gabbrielli.8","The Standard Model For Programming Languages: The Birth Of A Mathematical Theory Of Computation","Martini, Simone [meta:ra/0612046546 orcid:0000-0002-9834-1940]","","","[meta:br/0603684 issn:2190-6807]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06012569]","De Boer, Frank S. [meta:ra/06012570]; Mauro, Jacopo [meta:ra/064027204 orcid:0000-0002-5285-2868]"
"meta:br/0602297 doi:10.4230/lipics.types.2020.8","Why Not W?","Hugunin, Jasper [meta:ra/06607509671 orcid:0000-0002-1133-5354]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06012278]","de'Liguoro, Ugo [meta:ra/06012279]; Berardi, Stefano [meta:ra/06012280]; Altenkirch, Thorsten [meta:ra/069089336 orcid:0000-0002-6582-5025]"
"meta:br/0602455 doi:10.4230/oasics.ipmvm.2020.2","Physical Modeling Of Process-Machine-Interactions In Micro Machining","Lange, Andreas [meta:ra/06012674]; Kirsch, Benjamin [meta:ra/06012675]; Heintz, Marius [meta:ra/06012676]; Aurich, Jan C. [meta:ra/06012677]","","","[meta:br/0603684 issn:2190-6807]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06012678]","Garth, Christoph [meta:ra/062204597 orcid:0000-0003-1669-8549]; C. Aurich, Jan [meta:ra/061202917 orcid:0000-0001-7063-9334]; Linke, Barbara S [meta:ra/065090865 orcid:0000-0002-9416-3868]; Müller, Ralf [meta:ra/0618089260 orcid:0000-0002-6251-6681]; Ravani, Bahram [meta:ra/061106251 orcid:0000-0002-7616-2407]; Weber, Gunther [meta:ra/061509240 orcid:0000-0002-1794-1398]; Kirsch, Benjamin [meta:ra/0619012839 orcid:0000-0001-7602-2511]"
"meta:br/0602779 doi:10.11577/1440250","A Convolutional Neural Network-Based Screening Tool For X-ray Serial Crystallography","Ke, Tsung-Wei [meta:ra/06013534]","","","","","2018","dataset","Coherent X-ray Imaging Data Bank (Lawrence Berkeley National Laboratory); Lbnl [meta:ra/06013535]",""
"meta:br/0602740 doi:10.11577/1252456","Coherent Diffraction Of Single Rice Dwarf Virus Particles Using Hard X-rays At The Linac Coherent Light Source (CXIDB ID 36)","Munke, Anna [meta:ra/06013447]","","","","","2016","dataset","Coherent X-ray Imaging Data Bank (Lawrence Berkeley National Laboratory); Uppsala University, Slac National Accelerator Laboratory [meta:ra/06013448]",""
"meta:br/0602948 doi:10.11578/dc.20171115.1","Eclipse Parallel Tools Platform","Watson, Gregory [meta:ra/06014489]; Karbach, Carsten [meta:ra/06014490]; Wootton, David [meta:ra/06014491]; Schaefer, Doug [meta:ra/06014492]; Overbey, Jeffrey [meta:ra/06014493]; Eblen, John [meta:ra/06014494]; Brandt, Steven [meta:ra/06014495]; Frings, Wolfgang [meta:ra/06014496]; Spear, Wyatt [meta:ra/06014497]","","","","","2017","","",""
"meta:br/0602059 doi:10.4230/lipics.socg.2020.54","Homotopy Reconstruction Via The Cech Complex And The Vietoris-Rips Complex","Kim, Jisu [meta:ra/06011491]; Shin, Jaehyeok [meta:ra/06011492]; Chazal, Frédéric [meta:ra/06011493]; Rinaldo, Alessandro [meta:ra/06011494]; Wasserman, Larry [meta:ra/06011495]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06011496]","Cabello, Sergio [meta:ra/0617012474 orcid:0000-0002-3183-4126]; Chen, Xiaoming [meta:ra/0618041821 orcid:0000-0001-6565-2884]"
"meta:br/0602220 doi:10.4230/lipics.swat.2020.19","On The Hardness Of Computing An Average Curve","Buchin, Kevin [meta:ra/0618012476 orcid:0000-0002-3022-7877]; Driemel, Anne [meta:ra/06012009]; Struijs, Martijn [meta:ra/06160102684 orcid:0000-0002-0116-7238]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06012010]","Susanne Albers [meta:ra/06012011]"
"meta:br/0602244 doi:10.4230/lipics.time.2020.17","A Note On C2 Interpreted Over Finite Data-Words","Bednarczyk, Bartosz [meta:ra/0619054418 orcid:0000-0002-8267-7554]; Witkowski, Piotr [meta:ra/065071446 orcid:0000-0002-1908-0827]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06012097]","Muñoz-Velasco, Emilio [meta:ra/0623071752 orcid:0000-0002-0117-4219]; Ozaki, Ana [meta:ra/0615098276 orcid:0000-0002-3889-6207]; Martin Theobald [meta:ra/06012098]"
"meta:br/0602167 doi:10.4230/lipics.stacs.2020.6","An Automaton Group With PSPACE-Complete Word Problem","Wächter, Jan Philipp [meta:ra/0612046149 orcid:0000-0002-7801-6569]; Weiß, Armin [meta:ra/0614045757 orcid:0000-0002-7645-5867]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06011828]","Paul, Christophe [meta:ra/0617014248 orcid:0000-0001-6519-975X]; Markus Bläser [meta:ra/06011829]"
"meta:br/0602999 doi:10.12753/2066-026x-13-038","On-Line Metacognitive Methods For Teaching/Learning A Foreign Language","Ramona, Henter [meta:ra/06014625]","","","","","2013","dataset","Romania Adl Association [meta:ra/06014564]",""
"meta:br/0602778 doi:10.11577/1437269","Free-Electron Laser Based Multiple Particle Fluctuation Scattering Data","Pande, Kanupriya [meta:ra/06013532]","","","","","2018","dataset","Coherent X-ray Imaging Data Bank (Lawrence Berkeley National Laboratory); Lbnl, Slac [meta:ra/06013533]",""
"meta:br/0602763 doi:10.11577/1365656","Experimental Phase Determination With Selenomethionine Or Mercury-Derivatization In Serial Femtosecond Crystallography","Yamashita, K. [meta:ra/06013496]","","","","","2017","dataset","Coherent X-ray Imaging Data Bank (Lawrence Berkeley National Laboratory); Kek High Energy Accelerator Research Organization, Japan Synchrotron Radiation Research Institute [meta:ra/06013497]",""
"meta:br/0602319 doi:10.4230/lipics.wabi.2021.16","Flow Decomposition With Subpath Constraints","Williams, Lucia [meta:ra/069069798 orcid:0000-0003-3785-0247]; Tomescu, Alexandru Ioan [meta:ra/0617014576 orcid:0000-0002-5747-8350]; Mumey, Brendan [meta:ra/0617014906 orcid:0000-0001-7151-2124]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06012339]","Carbone, Alessandra [meta:ra/068014628 orcid:0000-0003-2098-5743]; El-Kebir, Mohammed [meta:ra/062035808 orcid:0000-0002-1468-2407]"
"meta:br/0602722 doi:10.11570/16.0003","The JCMT Gould Belt Survey: A First Look At Dense Cores In Orion B","Kirk, Helen [meta:ra/06013388]","","","","","2016","dataset","Cadc [meta:ra/06013389]",""
"meta:br/0602998 doi:10.12753/2066-026x-13-037","Blended Learning In Foreign Language Learning: Successful Approach Or Just A Trendy One","Mirela, Ionita [meta:ra/06014623]; Doina, Asan [meta:ra/06014624]","","","","","2013","dataset","Romania Adl Association [meta:ra/06014564]",""
"meta:br/0602027 doi:10.4230/lipics.socg.2020.18","Relative Persistent Homology","Blaser, Nello [meta:ra/0622014127 orcid:0000-0001-9489-1657]; Brun, Morten [meta:ra/06011400]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06011401]","Cabello, Sergio [meta:ra/0617012474 orcid:0000-0002-3183-4126]; Chen, Xiaoming [meta:ra/0618041821 orcid:0000-0001-6565-2884]"
"meta:br/0602986 doi:10.12753/2066-026x-13-025","Perceptions Towards Online Counselling Among Educational Actors From Special School","Alina, Margaritoiu [meta:ra/06014601]; Simona, Eftimie [meta:ra/06014602]","","","","","2013","dataset","Romania Adl Association [meta:ra/06014564]",""
"meta:br/0602223 doi:10.4230/lipics.swat.2020.23","Trajectory Visibility","Eades, Patrick [meta:ra/06012016]; Van Der Hoog, Ivor [meta:ra/06012017]; Löffler, Maarten [meta:ra/06012018]; Staals, Frank [meta:ra/06012019]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06012020]","Susanne Albers [meta:ra/06012021]"
"meta:br/0602663 doi:10.4230/darts.7.2.12","Accelerating Object-Sensitive Pointer Analysis By Exploiting Object Containment And Reachability (Artifact)","He, Dongjie [meta:ra/06013249]; Lu, Jingbo [meta:ra/06013250]; Gao, Yaoqing [meta:ra/06013251]; Xue, Jingling [meta:ra/06013252]","","","[meta:br/0603689 issn:2509-8195]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06013253]","Halfond, William G. J. [meta:ra/06220110630 orcid:0000-0003-4951-9367]; Stiévenart, Quentin [meta:ra/062036199 orcid:0000-0001-9985-9808]"
"meta:br/0602067 doi:10.4230/lipics.socg.2020.64","Fast Algorithms For Minimum Cycle Basis And Minimum Homology Basis","Rathod, Abhishek [meta:ra/06011512 orcid:0000-0003-2533-3699]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06011513]","Cabello, Sergio [meta:ra/0617012474 orcid:0000-0002-3183-4126]; Chen, Xiaoming [meta:ra/0618041821 orcid:0000-0001-6565-2884]"
"meta:br/0602299 doi:10.4230/lipics.wabi.2020.1","Approximate Search For Known Gene Clusters In New Genomes Using PQ-Trees","Zimerman, Galia R. [meta:ra/06012286]; Svetlitsky, Dina [meta:ra/06012287]; Zehavi, Meirav [meta:ra/06012288]; Ziv-Ukelson, Michal [meta:ra/06012289]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06012290]","Kingsford, Carl [meta:ra/066066814 orcid:0000-0002-0118-5516]; Pisanti, Nadia [meta:ra/0617014943 orcid:0000-0003-3915-7665]"
"meta:br/0602882 doi:10.11578/1367618","Nonlinear Fishbone Dynamics In Spherical Tokamaks","Wang, Feng [meta:ra/06013934]; Fu, G.Y. [meta:ra/06013935]; Shen, Wei [meta:ra/06013936]","","","","","2017","dataset","Princeton Plasma Physics Laboratory (Pppl), Princeton [meta:ra/06013937]",""
